opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days
OPP-2024581,Acme Corp,ACC-1100,Mid-Market,Qualification,59026.04,2023-12-06,,Best Case,2024-10-13,5.0,HS-90481,Discovery/Qualification,best_case,acme,-312.0,,,False,True,496,True,False,False,False,2023Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024582,beta solutions,ACC-1101,SMB,Closed Won,30052.82,2024-11-02,mariana@raptorsoft.com,Pipeline,2024-03-23,93.0,HS-90523,Closed Won,pipeline,betasolutions,224.0,,,False,False,0,False,False,True,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,224.0
OPP-2024583,skyops,ACC-1108,Mid-Market,Qualification,99577.44,2024-04-19,mariana@raptorsoft.com,best case,2023-10-15,13.0,HS-90726,Discovery/Qualification,best_case,skyops,187.0,,,False,True,361,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024584,ORBIT DIGITAL,ACC-1104,SMB,Closed Won,32558.09,2024-07-08,pedro@raptorsoft.com,commit,2024-04-28,38.0,HS-90312,Closed Won,commit,orbit,71.0,,,False,False,0,False,False,True,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,71.0
OPP-2024585,SKYOPS,ACC-1108,SMB,Qualification,35070.17,2024-09-02,pedro@raptorsoft.com,Pipeline,2023-11-09,67.0,,Discovery/Qualification,pipeline,skyops,298.0,,,False,True,225,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024586,GridSoft,ACC-1117,SMB,Proposal,21983.6,2023-03-08,ana.lima@raptorsoft.com,Commit,2024-07-18,36.0,HS-90365,Proposal,commit,gridsoft,-498.0,,,False,True,769,True,False,False,False,2023Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024587,Mind Box,ACC-1111,Mid-Market,Closed Lost,124522.25,2024-07-19,carlos@raptorsoft.com,Omit,2023-07-13,35.0,HS-90550,Closed Lost,omit,mindbox,372.0,,,False,False,0,False,False,False,True,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024588,BLUEPATH,ACC-1119,SMB,Qualification,30880.25,2024-10-29,joao@raptorsoft.com,Commit,2024-03-10,94.0,HS-90135,Discovery/Qualification,commit,bluepath,233.0,,,False,True,168,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024589,Beta Solutions,ACC-1101,SMB,Closed_Lost,6787.9,2023-07-22,ana.lima@raptorsoft.com,Pipeline,2024-10-31,39.0,HS-90114,Closed Lost,pipeline,betasolutions,-467.0,,,False,False,0,False,False,False,True,2023Q3,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024590,Sky Ops,ACC-1108,Mid-Market,Prospecting,62489.18,2024-12-10,pedro@raptorsoft.com,Commit,2024-10-10,36.0,,Prospecting,commit,skyops,61.0,,,False,True,126,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024591,TapFlow,ACC-1115,SMB,Discovery,22834.18,2024-03-29,pedro@raptorsoft.com,Commit,2023-07-07,25.0,,Discovery/Qualification,commit,tapflow,266.0,,,False,True,382,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024592,tapflow,ACC-1115,Mid-Market,Negotiation,68851.85,2024-07-29,pedro@raptorsoft.com,Best Case,2024-05-03,84.0,,Negotiation,best_case,tapflow,87.0,,,False,True,260,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024593,FLUXO SISTEMAS,ACC-1105,Enterprise,Discovery,398085.57,2024-12-09,joao@raptorsoft.com,omit,2024-05-06,46.0,,Discovery/Qualification,omit,fluxo,217.0,,,False,True,127,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024594,INNOVA,ACC-1116,SMB,Discovery,5828.76,2024-06-29,joao@raptorsoft.com,Omit,2024-03-19,21.0,HS-90607,Discovery/Qualification,omit,innova,102.0,,,False,True,290,True,False,False,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024595,BLUEPATH,ACC-1119,SMB,Closed Won,29727.1,2024-08-18,carlos@raptorsoft.com,Commit,2024-08-03,37.0,,Closed Won,commit,bluepath,15.0,,,False,False,0,False,False,True,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,15.0
OPP-2024596,TAPFLOW,ACC-1115,SMB,Closed Lost,15459.95,2024-09-21,carlos@raptorsoft.com,Commit,2023-12-03,18.0,HS-90716,Closed Lost,commit,tapflow,293.0,,,False,False,0,False,False,False,True,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024597,dataprime,ACC-1106,Enterprise,Closed Won,284321.48,2024-12-24,joao@raptorsoft.com,Commit,2024-09-29,83.0,HS-90049,Closed Won,commit,dataprime,86.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,86.0
OPP-2024598,Beta Solutions Ltda,ACC-1101,Enterprise,Prospecting,449232.35,2024-12-01,joao@raptorsoft.com,Commit,2024-07-17,72.0,HS-90525,Prospecting,commit,betasolutions,137.0,,,False,True,135,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024599,beta solutions,ACC-1101,Enterprise,closed-won,280515.44,2025-01-24,mariana@raptorsoft.com,commit,2024-01-12,89.0,HS-90411,Closed Won,commit,betasolutions,378.0,,,False,False,0,False,False,True,False,2025Q1,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,378.0
OPP-2024600,Acme Corp.,ACC-1100,Mid-Market,Prospecting,61062.35,2024-06-18,pedro@raptorsoft.com,Best Case,2023-07-20,115.0,,Prospecting,best_case,acme,334.0,,,False,True,301,True,False,False,False,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024601,DataPrime,,SMB,Closed Lost,17198.19,2024-03-10,carlos@raptorsoft.com,Best Case,2023-08-10,118.0,,Closed Lost,best_case,dataprime,213.0,,,False,False,0,False,False,False,True,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024602,Polaris Tech,ACC-1118,SMB,Prop,18971.24,2024-03-17,joao@raptorsoft.com,best case,2024-01-30,95.0,HS-90215,Proposal,best_case,polaris,47.0,,,False,True,394,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024603,TapFlow,ACC-1115,SMB,Prop,5565.09,2024-05-08,mariana@raptorsoft.com,Commit,2024-03-18,84.0,HS-90399,Proposal,commit,tapflow,51.0,,,False,True,342,True,False,False,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024604,ACME CORP,ACC-1100,Enterprise,Prospecting,151179.32,2024-11-20,carlos@raptorsoft.com,best case,2024-05-27,54.0,HS-90531,Prospecting,best_case,acme,177.0,,,False,True,146,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024605,CoreLogic,ACC-1114,Mid-Market,Discovery,49484.85,2024-11-17,joao@raptorsoft.com,Commit,2024-01-02,750.0,HS-90147,Discovery/Qualification,commit,corelogic,320.0,,,True,True,149,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024606,acme,ACC-1100,SMB,DISCOVERY,36401.6,2024-08-20,pedro@raptorsoft.com,Omit,2023-12-21,110.0,HS-90480,Discovery/Qualification,omit,acme,243.0,,,False,True,238,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024607,Fluxo Sistemas Ltda,ACC-1105,SMB,Negotiation,8373.94,2024-08-10,ana.lima@raptorsoft.com,Best Case,2024-07-09,11.0,,Negotiation,best_case,fluxo,32.0,,,False,True,248,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024608,Orbit Digital,ACC-1104,SMB,Discovery,21175.22,2024-09-17,carlos@raptorsoft.com,Best Case,2024-05-04,75.0,HS-90394,Discovery/Qualification,best_case,orbit,136.0,,,False,True,210,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024609,TAPFLOW,ACC-1115,Enterprise,Qualification,-258705.44,2024-11-18,mariana@raptorsoft.com,omit,2023-07-15,59.0,,Discovery/Qualification,omit,tapflow,492.0,,,False,True,148,True,True,False,False,2024Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024610,TAPFLOW,ACC-1115,Enterprise,Qualification,319560.31,2024-11-28,mariana@raptorsoft.com,commit,2024-06-10,70.0,,Discovery/Qualification,commit,tapflow,171.0,,,False,True,138,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024611,corelogic,ACC-1114,SMB,Discovery,24365.45,2024-08-05,joao@raptorsoft.com,best case,2024-06-20,96.0,HS-90576,Discovery/Qualification,best_case,corelogic,46.0,,,False,True,253,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024612,RUSHFLOW,ACC-1110,Mid-Market,Negotiation,93704.41,2024-08-17,ana.lima@raptorsoft.com,Best Case,2024-07-06,79.0,,Negotiation,best_case,rushflow,42.0,,,False,True,241,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024613,Polaris Tech,ACC-1118,Enterprise,Proposal,129948.19,2025-01-23,ana.lima@raptorsoft.com,omit,2024-10-30,106.0,HS-90163,Proposal,omit,polaris,85.0,,,False,True,82,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024614,ConnectWave,ACC-1107,SMB,Prospecting,38216.75,2024-11-19,ana.lima@raptorsoft.com,Best Case,2024-06-23,98.0,,Prospecting,best_case,connectwave,149.0,,,False,True,147,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024615,ZENTRA,ACC-1112,Mid-Market,Discovery,103204.28,2024-12-17,carlos@raptorsoft.com,Pipeline,2024-09-21,60.0,HS-90708,Discovery/Qualification,pipeline,zentra,87.0,,,False,True,119,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024616,polare,ACC-1109,SMB,Prospecting,26116.06,2024-09-18,joao@raptorsoft.com,Omit,2023-10-14,36.0,HS-90655,Prospecting,omit,polare,340.0,,,False,True,209,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024617,SkyOps,,Enterprise,closed-won,297990.43,2024-12-17,pedro@raptorsoft.com,Omit,2024-06-30,67.0,HS-90110,Closed Won,omit,skyops,170.0,,,False,False,0,False,False,True,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,170.0
OPP-2024618,tapflow,ACC-1115,Enterprise,Prospecting,383722.12,2024-11-26,mariana@raptorsoft.com,Pipeline,2023-10-06,74.0,HS-90643,Prospecting,pipeline,tapflow,417.0,,,False,True,140,True,False,False,False,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024619,Sky Ops,ACC-1108,Enterprise,Negotiation,216910.74,2024-02-21,carlos@raptorsoft.com,Commit,2024-02-07,32.0,HS-90715,Negotiation,commit,skyops,14.0,,,False,True,419,True,False,False,False,2024Q1,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024620,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,Negotiation,68625.74,2024-04-28,pedro@raptorsoft.com,Pipeline,2024-01-31,104.0,,Negotiation,pipeline,fluxo,88.0,,,False,True,352,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024621,corelogic,ACC-1114,Mid-Market,Negotiation,75923.57,2024-11-11,ana.lima@raptorsoft.com,Omit,2024-05-16,179.0,HS-90518,Negotiation,omit,corelogic,179.0,,True,False,True,155,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024622,Mind Box,ACC-1111,Mid-Market,Proposal,41203.64,2024-12-03,pedro@raptorsoft.com,commit,2023-12-30,18.0,HS-90753,Proposal,commit,mindbox,339.0,,,False,True,133,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024623,GridSoft,ACC-1117,SMB,Discovery,20488.76,2023-08-18,ana.lima@raptorsoft.com,Best Case,2023-09-23,104.0,HS-90021,Discovery/Qualification,best_case,gridsoft,-36.0,,,False,True,606,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024624,Polare Ltda,ACC-1109,SMB,Proposal,23150.0,2024-07-29,carlos@raptorsoft.com,Commit,2024-01-13,47.0,,Proposal,commit,polare,198.0,,,False,True,260,True,False,False,False,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024625,Amplia Soluções,ACC-1113,SMB,Closed Lost,9506.76,2024-11-07,pedro@raptorsoft.com,Pipeline,2024-03-09,45.0,HS-90229,Closed Lost,pipeline,amplia,243.0,,,False,False,0,False,False,False,True,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024626,Mindbox,ACC-1111,SMB,Proposal,7263.02,2024-10-05,ana.lima@raptorsoft.com,Omit,2024-09-21,46.0,,Proposal,omit,mindbox,14.0,,,False,True,192,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024627,Mindbox,ACC-1111,SMB,Proposal,20823.91,2024-08-31,joao@raptorsoft.com,commit,2023-11-14,7.0,HS-90793,Proposal,commit,mindbox,291.0,,,False,True,227,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024628,Zentra,ACC-1112,Mid-Market,Closed Won,122848.1,2023-12-28,carlos@raptorsoft.com,Omit,2023-12-13,52.0,HS-90390,Closed Won,omit,zentra,15.0,,,False,False,0,False,False,True,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,15.0
OPP-2024629,nexus,,SMB,Discovery,29754.2,2024-04-29,joao@raptorsoft.com,Commit,2023-10-07,97.0,,Discovery/Qualification,commit,nexus,205.0,,,False,True,351,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024630,MINDBOX,ACC-1111,Mid-Market,Negotiation ,69223.16,2024-07-22,ana.lima@raptorsoft.com,Pipeline,2023-10-06,64.0,HS-90099,Negotiation,pipeline,mindbox,290.0,,,False,True,267,True,False,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024631,Polaris,ACC-1118,Mid-Market,Proposal,51299.04,2024-01-13,carlos@raptorsoft.com,Pipeline,2023-12-29,14.0,HS-90171,Proposal,pipeline,polaris,15.0,,,False,True,458,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024632,POLARE,ACC-1109,Mid-Market,Proposal,76661.5,2023-09-10,ana.lima@raptorsoft.com,omit,2024-06-10,6.0,HS-90675,Proposal,omit,polare,-274.0,,,False,True,583,True,False,False,False,2023Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024633,innova,ACC-1116,SMB,Closed Won,36915.35,2024-10-23,ana.lima@raptorsoft.com,Best Case,2023-10-02,26.0,,Closed Won,best_case,innova,387.0,,,False,False,0,False,False,True,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,387.0
OPP-2024634,Acme Corp.,ACC-1100,SMB,Negotiation,22416.51,2024-11-14,carlos@raptorsoft.com,pipeline,2024-11-07,96.0,HS-90321,Negotiation,pipeline,acme,7.0,,,False,True,152,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024635,rushflow,ACC-1110,SMB,Proposal,38746.55,2025-01-21,joao@raptorsoft.com,Best Case,2024-05-06,13.0,,Proposal,best_case,rushflow,260.0,,,False,True,84,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024636,corelogic,,Mid-Market,Prospecting,-112726.74,2024-03-18,mariana@raptorsoft.com,Commit,2023-07-16,48.0,HS-90145,Prospecting,commit,corelogic,246.0,,,False,True,393,True,True,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024637,Zentra,ACC-1112,SMB,Closed Won,35231.02,2024-11-13,mariana@raptorsoft.com,Pipeline,2024-09-05,108.0,HS-90010,Closed Won,pipeline,zentra,69.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,69.0
OPP-2024638,CONNECTWAVE,ACC-1107,Mid-Market,Qualification,106511.65,2023-12-02,carlos@raptorsoft.com,Best Case,2024-10-02,92.0,,Discovery/Qualification,best_case,connectwave,-305.0,,,False,True,500,True,False,False,False,2023Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024639,mindbox,ACC-1111,SMB,Proposal,35940.93,2024-01-04,joao@raptorsoft.com,Pipeline,2023-10-31,5.0,HS-90710,Proposal,pipeline,mindbox,65.0,,,False,True,467,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024640,Orbit Digital,ACC-1104,Mid-Market,Closed Won,34926.23,2024-11-08,ana.lima@raptorsoft.com,pipeline,2024-09-21,33.0,,Closed Won,pipeline,orbit,48.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,48.0
OPP-2024641,ConnectWave,ACC-1107,Enterprise,Prospecting,-388472.43,2023-09-09,ana.lima@raptorsoft.com,Commit,2024-11-29,41.0,,Prospecting,commit,connectwave,-447.0,,,False,True,584,True,True,False,False,2023Q3,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024642,corelogic,ACC-1114,Mid-Market,prospecting,30708.19,2024-09-01,joao@raptorsoft.com,Pipeline,2024-05-25,750.0,HS-90289,Prospecting,pipeline,corelogic,99.0,,,True,True,226,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024643,Connect Wave,ACC-1107,Enterprise,Closed Won,354679.03,2024-05-17,carlos@raptorsoft.com,Commit,2024-02-29,23.0,,Closed Won,commit,connectwave,78.0,,,False,False,0,False,False,True,False,2024Q2,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,78.0
OPP-2024644,acme,ACC-1100,Mid-Market,Prospecting,94979.82,2025-01-28,mariana@raptorsoft.com,Best Case,2023-11-25,59.0,,Prospecting,best_case,acme,430.0,,,False,True,77,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024645,DATAPRIME,ACC-1106,SMB,Qualification,11683.78,2024-12-08,mariana@raptorsoft.com,Omit,2024-01-27,40.0,HS-90555,Discovery/Qualification,omit,dataprime,316.0,,,False,True,128,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024646,dataprime,ACC-1106,Enterprise,Prospecting,363860.58,2024-12-14,mariana@raptorsoft.com,best case,2024-08-26,23.0,,Prospecting,best_case,dataprime,110.0,,,False,True,122,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024647,TAPFLOW,ACC-1115,SMB,Discovery,35381.05,2025-01-28,joao@raptorsoft.com,Pipeline,2024-08-25,2.0,,Discovery/Qualification,pipeline,tapflow,156.0,,,False,True,77,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024648,Polaris Tech,ACC-1118,SMB,Qualification,7310.81,2024-07-17,joao@raptorsoft.com,Best Case,2023-12-02,21.0,HS-90121,Discovery/Qualification,best_case,polaris,228.0,,,False,True,272,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024649,ZENTRA,ACC-1112,SMB,Closed Won,29148.73,2024-11-10,ana.lima@raptorsoft.com,Pipeline,2024-10-23,61.0,HS-90600,Closed Won,pipeline,zentra,18.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,18.0
OPP-2024650,innova,ACC-1116,Enterprise,Proposal,326713.2,2024-02-15,mariana@raptorsoft.com,commit,2024-01-03,15.0,,Proposal,commit,innova,43.0,,,False,True,425,True,False,False,False,2024Q1,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024651,TapFlow,,Mid-Market,Negotiation,104623.46,2024-09-29,pedro@raptorsoft.com,Best Case,2024-06-28,4.0,HS-90244,Negotiation,best_case,tapflow,93.0,,,False,True,198,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024652,FLUXO SISTEMAS,ACC-1105,Enterprise,Prospecting,363764.21,2023-01-11,ana.lima@raptorsoft.com,Pipeline,2024-06-10,49.0,,Prospecting,pipeline,fluxo,-516.0,,,False,True,825,True,False,False,False,2023Q1,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024653,Rush Flow,ACC-1110,Enterprise,Proposal,204635.17,2024-11-18,joao@raptorsoft.com,Omit,2024-09-07,117.0,HS-90023,Proposal,omit,rushflow,72.0,,,False,True,148,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024654,Innova,ACC-1116,SMB,Qualification,10390.21,2023-09-19,pedro@raptorsoft.com,Commit,2023-09-15,75.0,HS-90338,Discovery/Qualification,commit,innova,4.0,,,False,True,574,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024655,Grupo Nexus,ACC-1102,SMB,Qualification,37429.67,2024-06-28,joao@raptorsoft.com,Best Case,2023-11-20,81.0,HS-90725,Discovery/Qualification,best_case,nexus,221.0,,,False,True,291,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024656,Zentra Tech,ACC-1112,SMB,Closed Won,-35275.29,2024-07-19,joao@raptorsoft.com,best case,2024-04-20,10.0,,Closed Won,best_case,zentra,90.0,,,False,False,0,False,True,True,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,90.0
OPP-2024657,Zentra,ACC-1112,Mid-Market,Negotiation,60113.98,2024-08-27,ana.lima@raptorsoft.com,Commit,2024-08-26,9.0,,Negotiation,commit,zentra,1.0,,,False,True,231,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024658,TAPFLOW,ACC-1115,Mid-Market,Closed Won,122566.33,2023-09-18,mariana@raptorsoft.com,Commit,2023-07-13,39.0,,Closed Won,commit,tapflow,67.0,,,False,False,0,False,False,True,False,2023Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,67.0
OPP-2024659,mindbox,ACC-1111,SMB,Proposal,21157.41,2024-10-22,ana.lima@raptorsoft.com,Omit,2024-06-26,50.0,,Proposal,omit,mindbox,118.0,,,False,True,175,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024660,GRIDSOFT,ACC-1117,SMB,Prospecting,33609.17,2024-02-05,,commit,2024-07-09,51.0,HS-90194,Prospecting,commit,gridsoft,-155.0,,,False,True,435,True,False,False,False,2024Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024661,CoreLogic,ACC-1114,SMB,Proposal,7091.61,2024-08-11,mariana@raptorsoft.com,Best Case,2023-12-11,54.0,HS-90346,Proposal,best_case,corelogic,244.0,,,False,True,247,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024662,AMPLIA SOLUCOES,ACC-1113,SMB,Negotiation,14866.4,2024-05-09,carlos@raptorsoft.com,omit,2023-11-02,27.0,HS-90320,Negotiation,omit,amplia,189.0,,,False,True,341,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024663,Polaris Tech,ACC-1118,Mid-Market,Negotiation,113799.55,2025-01-31,pedro@raptorsoft.com,Best Case,2024-04-13,105.0,,Negotiation,best_case,polaris,293.0,,,False,True,74,True,False,False,False,2025Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024664,GridSoft,ACC-1117,SMB,Negotiation,23523.24,2024-12-05,ana.lima@raptorsoft.com,Omit,2023-11-29,36.0,HS-90060,Negotiation,omit,gridsoft,372.0,,,False,True,131,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024665,Orbit Digital,ACC-1104,SMB,Closed Lost,24665.73,2024-09-17,ana.lima@raptorsoft.com,Best Case,2024-06-29,77.0,HS-90753,Closed Lost,best_case,orbit,80.0,,,False,False,0,False,False,False,True,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024666,rushflow,ACC-1110,Mid-Market,Closed Lost,132324.12,2024-08-09,ana.lima@raptorsoft.com,omit,2024-03-11,49.0,,Closed Lost,omit,rushflow,151.0,,,False,False,0,False,False,False,True,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024667,Fluxo Sistemas,ACC-1105,SMB,Discovery,9498.75,2024-12-16,mariana@raptorsoft.com,Best Case,2024-10-07,81.0,HS-90334,Discovery/Qualification,best_case,fluxo,70.0,,,False,True,120,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024668,tapflow,ACC-1115,Mid-Market,Negotiation,91405.0,2023-03-11,ana.lima@raptorsoft.com,best case,2024-05-27,47.0,HS-90351,Negotiation,best_case,tapflow,-443.0,,,False,True,766,True,False,False,False,2023Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024669,Polare,,Mid-Market,Closed Won,95771.7,2024-10-09,joao@raptorsoft.com,Commit,2024-08-30,40.0,HS-90224,Closed Won,commit,polare,40.0,,True,False,False,0,False,False,True,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,40.0
OPP-2024670,POLARIS,ACC-1118,Enterprise,Negotiation,258323.51,2024-04-14,joao@raptorsoft.com,Omit,2023-11-18,5.0,HS-90357,Negotiation,omit,polaris,148.0,,,False,True,366,True,False,False,False,2024Q2,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024671,mindbox,ACC-1111,SMB,Proposal,23768.05,2024-09-25,pedro@raptorsoft.com,best case,2023-12-16,26.0,,Proposal,best_case,mindbox,284.0,,,False,True,202,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024672,Acme,,Mid-Market,Qualification,126556.3,2024-10-09,ana.lima@raptorsoft.com,Commit,2024-08-19,105.0,,Discovery/Qualification,commit,acme,51.0,,,False,True,188,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024673,GridSoft,ACC-1117,Enterprise,prospecting,233572.81,2024-08-24,pedro@raptorsoft.com,Omit,2024-02-08,118.0,HS-90683,Prospecting,omit,gridsoft,198.0,,,False,True,234,True,False,False,False,2024Q3,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
