opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days,slippage_discount,engagement_modifier_for_forecast,win_rate_base,adjusted_win_rate,forecast_contribution,slippage_bucket
OPP-2024620,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,Negotiation,68625.74,2024-04-28,pedro@raptorsoft.com,Pipeline,2024-01-31,104.0,,Negotiation,pipeline,fluxo,88.0,,,False,True,352,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4989.09,>180d
OPP-2024622,Mind Box,ACC-1111,Mid-Market,Proposal,41203.64,2024-12-03,pedro@raptorsoft.com,commit,2023-12-30,18.0,HS-90753,Proposal,commit,mindbox,339.0,,,False,True,133,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6992.26,91-180d
OPP-2024623,GridSoft,ACC-1117,SMB,Discovery,20488.76,2023-08-18,ana.lima@raptorsoft.com,Best Case,2023-09-23,104.0,HS-90021,Discovery/Qualification,best_case,gridsoft,-36.0,,,False,True,606,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1489.53,>180d
OPP-2024624,Polare Ltda,ACC-1109,SMB,Proposal,23150.0,2024-07-29,carlos@raptorsoft.com,Commit,2024-01-13,47.0,,Proposal,commit,polare,198.0,,,False,True,260,True,False,False,False,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1683.0,>180d
OPP-2024627,Mindbox,ACC-1111,SMB,Proposal,20823.91,2024-08-31,joao@raptorsoft.com,commit,2023-11-14,7.0,HS-90793,Proposal,commit,mindbox,291.0,,,False,True,227,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1513.9,>180d
OPP-2024629,nexus,,SMB,Discovery,29754.2,2024-04-29,joao@raptorsoft.com,Commit,2023-10-07,97.0,,Discovery/Qualification,commit,nexus,205.0,,,False,True,351,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2163.13,>180d
OPP-2024630,MINDBOX,ACC-1111,Mid-Market,Negotiation ,69223.16,2024-07-22,ana.lima@raptorsoft.com,Pipeline,2023-10-06,64.0,HS-90099,Negotiation,pipeline,mindbox,290.0,,,False,True,267,True,False,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5032.52,>180d
OPP-2024631,Polaris,ACC-1118,Mid-Market,Proposal,51299.04,2024-01-13,carlos@raptorsoft.com,Pipeline,2023-12-29,14.0,HS-90171,Proposal,pipeline,polaris,15.0,,,False,True,458,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3729.44,>180d
OPP-2024634,Acme Corp.,ACC-1100,SMB,Negotiation,22416.51,2024-11-14,carlos@raptorsoft.com,pipeline,2024-11-07,96.0,HS-90321,Negotiation,pipeline,acme,7.0,,,False,True,152,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3804.08,91-180d
OPP-2024635,rushflow,ACC-1110,SMB,Proposal,38746.55,2025-01-21,joao@raptorsoft.com,Best Case,2024-05-06,13.0,,Proposal,best_case,rushflow,260.0,,,False,True,84,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,10329.83,61-90d
OPP-2024638,CONNECTWAVE,ACC-1107,Mid-Market,Qualification,106511.65,2023-12-02,carlos@raptorsoft.com,Best Case,2024-10-02,92.0,,Discovery/Qualification,best_case,connectwave,-305.0,,,False,True,500,True,False,False,False,2023Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7743.4,>180d
OPP-2024639,mindbox,ACC-1111,SMB,Proposal,35940.93,2024-01-04,joao@raptorsoft.com,Pipeline,2023-10-31,5.0,HS-90710,Proposal,pipeline,mindbox,65.0,,,False,True,467,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2612.91,>180d
OPP-2024642,corelogic,ACC-1114,Mid-Market,prospecting,30708.19,2024-09-01,joao@raptorsoft.com,Pipeline,2024-05-25,750.0,HS-90289,Prospecting,pipeline,corelogic,99.0,,,True,True,226,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2232.49,>180d
OPP-2024644,acme,ACC-1100,Mid-Market,Prospecting,94979.82,2025-01-28,mariana@raptorsoft.com,Best Case,2023-11-25,59.0,,Prospecting,best_case,acme,430.0,,,False,True,77,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,25321.62,61-90d
OPP-2024646,dataprime,ACC-1106,Enterprise,Prospecting,363860.58,2024-12-14,mariana@raptorsoft.com,best case,2024-08-26,23.0,,Prospecting,best_case,dataprime,110.0,,,False,True,122,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,61747.14,91-180d
OPP-2024647,TAPFLOW,ACC-1115,SMB,Discovery,35381.05,2025-01-28,joao@raptorsoft.com,Pipeline,2024-08-25,2.0,,Discovery/Qualification,pipeline,tapflow,156.0,,,False,True,77,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,9432.59,61-90d
OPP-2024648,Polaris Tech,ACC-1118,SMB,Qualification,7310.81,2024-07-17,joao@raptorsoft.com,Best Case,2023-12-02,21.0,HS-90121,Discovery/Qualification,best_case,polaris,228.0,,,False,True,272,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,531.5,>180d
OPP-2024650,innova,ACC-1116,Enterprise,Proposal,326713.2,2024-02-15,mariana@raptorsoft.com,commit,2024-01-03,15.0,,Proposal,commit,innova,43.0,,,False,True,425,True,False,False,False,2024Q1,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,23752.05,>180d
OPP-2024651,TapFlow,,Mid-Market,Negotiation,104623.46,2024-09-29,pedro@raptorsoft.com,Best Case,2024-06-28,4.0,HS-90244,Negotiation,best_case,tapflow,93.0,,,False,True,198,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7606.13,>180d
OPP-2024652,FLUXO SISTEMAS,ACC-1105,Enterprise,Prospecting,363764.21,2023-01-11,ana.lima@raptorsoft.com,Pipeline,2024-06-10,49.0,,Prospecting,pipeline,fluxo,-516.0,,,False,True,825,True,False,False,False,2023Q1,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,26445.66,>180d
OPP-2024654,Innova,ACC-1116,SMB,Qualification,10390.21,2023-09-19,pedro@raptorsoft.com,Commit,2023-09-15,75.0,HS-90338,Discovery/Qualification,commit,innova,4.0,,,False,True,574,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,755.37,>180d
OPP-2024655,Grupo Nexus,ACC-1102,SMB,Qualification,37429.67,2024-06-28,joao@raptorsoft.com,Best Case,2023-11-20,81.0,HS-90725,Discovery/Qualification,best_case,nexus,221.0,,,False,True,291,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2721.14,>180d
OPP-2024657,Zentra,ACC-1112,Mid-Market,Negotiation,60113.98,2024-08-27,ana.lima@raptorsoft.com,Commit,2024-08-26,9.0,,Negotiation,commit,zentra,1.0,,,False,True,231,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4370.29,>180d
OPP-2024660,GRIDSOFT,ACC-1117,SMB,Prospecting,33609.17,2024-02-05,,commit,2024-07-09,51.0,HS-90194,Prospecting,commit,gridsoft,-155.0,,,False,True,435,True,False,False,False,2024Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2443.39,>180d
OPP-2024661,CoreLogic,ACC-1114,SMB,Proposal,7091.61,2024-08-11,mariana@raptorsoft.com,Best Case,2023-12-11,54.0,HS-90346,Proposal,best_case,corelogic,244.0,,,False,True,247,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,515.56,>180d
OPP-2024663,Polaris Tech,ACC-1118,Mid-Market,Negotiation,113799.55,2025-01-31,pedro@raptorsoft.com,Best Case,2024-04-13,105.0,,Negotiation,best_case,polaris,293.0,,,False,True,74,True,False,False,False,2025Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,30338.96,61-90d
OPP-2024667,Fluxo Sistemas,ACC-1105,SMB,Discovery,9498.75,2024-12-16,mariana@raptorsoft.com,Best Case,2024-10-07,81.0,HS-90334,Discovery/Qualification,best_case,fluxo,70.0,,,False,True,120,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1611.94,91-180d
OPP-2024668,tapflow,ACC-1115,Mid-Market,Negotiation,91405.0,2023-03-11,ana.lima@raptorsoft.com,best case,2024-05-27,47.0,HS-90351,Negotiation,best_case,tapflow,-443.0,,,False,True,766,True,False,False,False,2023Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6645.14,>180d
OPP-2024671,mindbox,ACC-1111,SMB,Proposal,23768.05,2024-09-25,pedro@raptorsoft.com,best case,2023-12-16,26.0,,Proposal,best_case,mindbox,284.0,,,False,True,202,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1727.94,>180d
OPP-2024672,Acme,,Mid-Market,Qualification,126556.3,2024-10-09,ana.lima@raptorsoft.com,Commit,2024-08-19,105.0,,Discovery/Qualification,commit,acme,51.0,,,False,True,188,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9200.64,>180d
OPP-2024674,Orbit Digital,,Mid-Market,prospecting,143614.45,2024-07-25,ana.lima@raptorsoft.com,commit,2023-07-01,55.0,HS-90427,Prospecting,commit,orbit,390.0,,,False,True,264,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10440.77,>180d
OPP-2024675,Fluxo Sistemas Ltda,ACC-1105,SMB,Discovery,20992.47,2023-12-31,mariana@raptorsoft.com,Pipeline,2023-10-31,15.0,HS-90593,Discovery/Qualification,pipeline,fluxo,61.0,,,False,True,471,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1526.15,>180d
OPP-2024679,SKYOPS,ACC-1108,Mid-Market,Discovery,84092.25,2023-12-09,pedro@raptorsoft.com,Best Case,2023-11-18,96.0,HS-90210,Discovery/Qualification,best_case,skyops,21.0,,,False,True,493,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6113.51,>180d
OPP-2024680,ConnectWave,ACC-1107,Mid-Market,Negotiation,99055.75,2024-01-15,carlos@raptorsoft.com,Commit,2023-10-23,103.0,,Negotiation,commit,connectwave,84.0,,,False,True,456,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7201.35,>180d
OPP-2024681,connectwave,ACC-1107,SMB,Qualification,20877.89,2023-10-17,joao@raptorsoft.com,Pipeline,2023-10-17,40.0,HS-90214,Discovery/Qualification,pipeline,connectwave,0.0,,,False,True,546,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1517.82,>180d
OPP-2024684,Polare,ACC-1109,Enterprise,Discovery,386243.4,2024-12-26,,Commit,2024-10-29,40.0,,Discovery/Qualification,commit,polare,58.0,,,False,True,110,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,65545.5,91-180d
OPP-2024685,AMPLIA SOLUCOES,ACC-1113,Mid-Market,Negotiation,85581.6,2025-01-27,joao@raptorsoft.com,Pipeline,2023-07-29,63.0,,Negotiation,pipeline,amplia,548.0,,,False,True,78,True,False,False,False,2025Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,22816.05,61-90d
OPP-2024686,ZENTRA,ACC-1112,SMB,Prop,22018.66,2024-03-05,ana.lima@raptorsoft.com,Pipeline,2023-12-06,88.0,HS-90455,Proposal,pipeline,zentra,90.0,,,False,True,406,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1600.76,>180d
OPP-2024687,POLARIS,ACC-1118,SMB,Qualification,39257.89,2025-01-25,carlos@raptorsoft.com,Pipeline,2023-12-16,14.0,HS-90570,Discovery/Qualification,pipeline,polaris,406.0,,,False,True,80,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,10466.15,61-90d
OPP-2024688,Beta Solutions,ACC-1101,SMB,Proposal,37174.61,2023-07-11,pedro@raptorsoft.com,Best Case,2024-07-01,34.0,HS-90118,Proposal,best_case,betasolutions,-356.0,,,False,True,644,True,False,False,False,2023Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2702.59,>180d
OPP-2024690,ORBIT DIGITAL,ACC-1104,SMB,Qualification,35024.6,2025-01-29,mariana@raptorsoft.com,Best Case,2023-09-11,47.0,HS-90770,Discovery/Qualification,best_case,orbit,506.0,,,False,True,76,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,9337.56,61-90d
OPP-2024693,Amplia Soluções,ACC-1113,Mid-Market,Prop,93928.69,2025-01-11,pedro@raptorsoft.com,Commit,2024-10-23,41.0,,Proposal,commit,amplia,80.0,,,False,True,94,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,15939.7,91-180d
OPP-2024694,BLUEPATH,ACC-1119,SMB,Negotiation,14748.27,2024-11-11,carlos@raptorsoft.com,Best Case,2024-06-08,88.0,HS-90209,Negotiation,best_case,bluepath,156.0,,,False,True,155,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2502.78,91-180d
OPP-2024697,Vértice Tech,ACC-1103,SMB,Prospecting,14707.46,2024-10-31,pedro@raptorsoft.com,commit,2023-08-25,37.0,HS-90618,Prospecting,commit,vertice,433.0,,,False,True,166,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2495.86,91-180d
OPP-2024698,FLUXO SISTEMAS,ACC-1105,Mid-Market,Negotiation ,56384.68,2024-06-11,joao@raptorsoft.com,Pipeline,2024-02-28,79.0,,Negotiation,pipeline,fluxo,104.0,,,False,True,308,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4099.17,>180d
OPP-2024702,Acme Corp,ACC-1100,SMB,DISCOVERY,17188.05,2024-10-19,mariana@raptorsoft.com,Best Case,2024-09-29,98.0,HS-90712,Discovery/Qualification,best_case,acme,20.0,,,False,True,178,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2916.81,91-180d
OPP-2024703,Fluxo,ACC-1105,Mid-Market,Proposal,82307.25,2024-10-13,joao@raptorsoft.com,Pipeline,2024-03-18,74.0,HS-90481,Proposal,pipeline,fluxo,209.0,,,False,True,184,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5983.74,>180d
OPP-2024704,Grid Soft,ACC-1117,SMB,Negotiation,7358.37,2024-03-20,ana.lima@raptorsoft.com,Commit,2024-01-17,24.0,HS-90175,Negotiation,commit,gridsoft,63.0,,,False,True,391,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,534.95,>180d
OPP-2024705,Rush Flow,ACC-1110,SMB,Prospecting,10845.04,2025-01-14,mariana@raptorsoft.com,Commit,2024-11-28,15.0,,Prospecting,commit,rushflow,47.0,,,False,True,91,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1840.4,91-180d
OPP-2024706,BluePath,ACC-1119,SMB,Proposal,22148.48,2025-01-13,pedro@raptorsoft.com,Commit,2024-04-20,96.0,,Proposal,commit,bluepath,268.0,,,False,True,92,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3758.6,91-180d
OPP-2024707,GridSoft,ACC-1117,SMB,DISCOVERY,34468.11,2024-06-08,joao@raptorsoft.com,Commit,2023-08-07,100.0,HS-90604,Discovery/Qualification,commit,gridsoft,306.0,,,False,True,311,True,False,False,False,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2505.83,>180d
OPP-2024708,corelogic,ACC-1114,Mid-Market,Proposal,57248.58,2024-12-29,mariana@raptorsoft.com,Commit,2024-05-05,7.0,,Proposal,commit,corelogic,238.0,,,False,True,107,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,9715.08,91-180d
OPP-2024710,Beta Solutions,ACC-1101,Mid-Market,Prospecting,103551.12,2024-06-13,mariana@raptorsoft.com,Pipeline,2024-07-15,,,Prospecting,pipeline,betasolutions,,invalid_dates,,False,True,306,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7528.17,>180d
OPP-2024711,CoreLogic,ACC-1114,Mid-Market,Qualification,41182.75,2023-01-13,mariana@raptorsoft.com,best case,2024-03-30,114.0,,Discovery/Qualification,best_case,corelogic,-442.0,,,False,True,823,True,False,False,False,2023Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2993.99,>180d
OPP-2024713,INNOVA,ACC-1116,SMB,Negotiation,28868.51,2024-10-29,joao@raptorsoft.com,Best Case,2024-05-30,35.0,HS-90741,Negotiation,best_case,innova,152.0,,,False,True,168,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4898.99,91-180d
OPP-2024714,BETA SOLUTIONS,ACC-1101,Mid-Market,Prospecting,131338.58,2024-11-12,pedro@raptorsoft.com,Pipeline,2024-03-20,96.0,,Prospecting,pipeline,betasolutions,237.0,,,False,True,154,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,22288.16,91-180d
OPP-2024719,Polare Ltda,ACC-1109,Enterprise,Discovery,472198.84,2024-10-14,ana.lima@raptorsoft.com,Best Case,2024-05-09,5.0,,Discovery/Qualification,best_case,polare,158.0,,,False,True,183,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,34328.86,>180d
OPP-2024720,skyops,ACC-1108,SMB,Discovery,29070.4,2023-11-15,ana.lima@raptorsoft.com,Commit,2023-09-14,62.0,,Discovery/Qualification,commit,skyops,62.0,,True,False,True,517,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2113.42,>180d
OPP-2024722,Data Prime,ACC-1106,SMB,Qualification,22337.52,2023-12-10,pedro@raptorsoft.com,Commit,2023-11-21,1.0,,Discovery/Qualification,commit,dataprime,19.0,,,False,True,492,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1623.94,>180d
OPP-2024723,Amplia,,Mid-Market,Discovery,149235.73,2025-01-23,pedro@raptorsoft.com,Pipeline,2024-11-29,69.0,,Discovery/Qualification,pipeline,amplia,55.0,,,False,True,82,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,39786.25,61-90d
OPP-2024724,Mindbox,ACC-1111,Enterprise,Proposal,453747.13,2024-07-21,carlos@raptorsoft.com,Best Case,2023-09-03,322.0,,Proposal,best_case,mindbox,322.0,,True,False,True,268,True,False,False,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,32987.42,>180d
OPP-2024725,Orbit,ACC-1104,SMB,Qualification,20050.38,2025-01-15,pedro@raptorsoft.com,commit,2024-10-03,64.0,,Discovery/Qualification,commit,orbit,104.0,,,False,True,90,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,5345.43,61-90d
OPP-2024726,Nexus Group,ACC-1102,SMB,Negotiation,11203.29,2024-10-25,carlos@raptorsoft.com,best case,2024-08-02,38.0,,Negotiation,best_case,nexus,84.0,,,False,True,172,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1901.2,91-180d
OPP-2024727,Vertice,ACC-1103,SMB,Discovery,29204.51,2024-06-22,joao@raptorsoft.com,Pipeline,2024-04-21,102.0,HS-90116,Discovery/Qualification,pipeline,vertice,62.0,,,False,True,297,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2123.17,>180d
OPP-2024728,dataprime,ACC-1106,Mid-Market,Negotiation,63396.07,2024-12-03,carlos@raptorsoft.com,Best Case,2024-10-19,117.0,,Negotiation,best_case,dataprime,45.0,,,False,True,133,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,10758.31,91-180d
OPP-2024730,AMPLIA SOLUCOES,ACC-1113,Enterprise,Negotiation,179645.23,2025-01-14,carlos@raptorsoft.com,commit,2024-11-18,600.0,HS-90098,Negotiation,commit,amplia,57.0,,,True,True,91,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,30485.8,91-180d
OPP-2024731,MINDBOX,ACC-1111,SMB,Proposal,39864.75,2023-12-03,pedro@raptorsoft.com,Commit,2023-11-17,16.0,HS-90680,Proposal,commit,mindbox,16.0,,True,False,True,499,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2898.17,>180d
OPP-2024732,Grupo Nexus,ACC-1102,SMB,Qualification,34740.79,2024-11-27,joao@raptorsoft.com,Commit,2024-07-23,42.0,HS-90537,Discovery/Qualification,commit,nexus,127.0,,,False,True,139,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5895.51,91-180d
OPP-2024733,Grid Soft,ACC-1117,SMB,Discovery,16140.91,2023-11-15,pedro@raptorsoft.com,Commit,2023-10-06,117.0,HS-90707,Discovery/Qualification,commit,gridsoft,40.0,,,False,True,517,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1173.44,>180d
OPP-2024734,Polaris,ACC-1118,Mid-Market,Proposal,140260.6,2024-02-25,joao@raptorsoft.com,pipeline,2023-10-11,6.0,,Proposal,pipeline,polaris,137.0,,,False,True,415,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10196.95,>180d
OPP-2024735,MINDBOX,ACC-1111,Mid-Market,Prospecting,140179.58,2024-03-18,,best case,2024-03-10,67.0,HS-90794,Prospecting,best_case,mindbox,8.0,,,False,True,393,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10191.06,>180d
OPP-2024736,Polare Ltda,ACC-1109,SMB,Qualification,18595.44,2024-12-27,pedro@raptorsoft.com,Commit,2024-09-13,16.0,,Discovery/Qualification,commit,polare,105.0,,,False,True,109,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3155.65,91-180d
OPP-2024739,AMPLIA SOLUCOES,ACC-1113,Enterprise,Proposal,101222.96,2024-04-05,pedro@raptorsoft.com,Pipeline,2024-03-05,53.0,,Proposal,pipeline,amplia,31.0,,,False,True,375,True,False,False,False,2024Q2,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7358.91,>180d
OPP-2024740,tapflow,ACC-1115,Mid-Market,Negotiation,56917.89,2025-01-05,mariana@raptorsoft.com,best case,2023-09-05,3.0,HS-90564,Negotiation,best_case,tapflow,488.0,,,False,True,100,True,False,False,False,2025Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,9658.97,91-180d
OPP-2024741,polaris,ACC-1118,SMB,Negotiation,8459.21,2023-04-20,carlos@raptorsoft.com,Best Case,2024-07-14,97.0,HS-90588,Negotiation,best_case,polaris,-451.0,,,False,True,726,True,False,False,False,2023Q2,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,614.98,>180d
OPP-2024742,RUSHFLOW,ACC-1110,SMB,prospecting,16458.18,2024-11-20,mariana@raptorsoft.com,commit,2024-11-20,103.0,HS-90685,Prospecting,commit,rushflow,0.0,,,False,True,146,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2792.95,91-180d
OPP-2024743,Zentra,ACC-1112,Mid-Market,Proposal,59386.09,2024-06-04,mariana@raptorsoft.com,Commit,2023-10-07,3.0,,Proposal,commit,zentra,241.0,,,False,True,315,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4317.37,>180d
OPP-2024744,Grid Soft,ACC-1117,SMB,Negotiation,7541.14,2024-09-29,,Best Case,2024-08-26,2.0,HS-90287,Negotiation,best_case,gridsoft,34.0,,,False,True,198,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,548.24,>180d
OPP-2024745,GridSoft,ACC-1117,Enterprise,Discovery,200126.67,2024-10-20,pedro@raptorsoft.com,commit,2023-10-04,97.0,HS-90501,Discovery/Qualification,commit,gridsoft,382.0,,,False,True,177,True,False,False,False,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,33961.5,91-180d
OPP-2024748,Vértice Tech,ACC-1103,SMB,qualification,28955.39,2024-03-01,ana.lima@raptorsoft.com,Pipeline,2023-12-23,67.0,HS-90605,Discovery/Qualification,pipeline,vertice,69.0,,,False,True,410,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2105.06,>180d
