customer_id,account_name,csm_owner,health_score,health_trend,mrr_usd,renewal_date,churn_date,status,last_qbr_date,open_tickets,nps_score,sf_account_id,canonical_name,status_corrected,mrr_imputed,mrr_source,days_to_renewal,renewal_proximity_score,nps_bonus,health_trend_score,no_qbr_signal,support_pressure,canonical_segment,segment_confidence,join_confidence,company_mrr_total,contract_count_active
CUST-0623,VERTICE TECH,patricia@raptorsoft.com,43.0,,7496.24,2025-09-21,,Active,,12,,ACC-1103,vertice,,False,actual,159,0.0,0.0,0.5,True,1.0,Mid-Market,HIGH,HIGH,197690.09,23
CUST-0624,Orbit Digital,,80.0,Declining,6878.12,2025-05-13,,Active,,6,,,orbit,,False,actual,28,1.0,0.0,1.0,True,0.5,Mid-Market,HIGH,MEDIUM,227071.01,26
CUST-0625,FLUXO SISTEMAS,lucas@raptorsoft.com,11.0,,2571.5,2025-12-04,,Active,,12,,ACC-1105,fluxo,,False,actual,233,0.0,0.0,0.5,True,1.0,Mid-Market,HIGH,HIGH,217571.91,27
CUST-0626,DataPrime,carla@raptorsoft.com,63.0,Stable,0.0,2025-07-18,2024-08-22,Churned,2024-12-02,9,1.0,ACC-1106,dataprime,,False,actual,94,0.0,0.1,0.3,False,0.75,Mid-Market,HIGH,HIGH,213142.01,25
CUST-0627,Connect Wave,patricia@raptorsoft.com,36.0,Stable,10581.9,2025-04-16,,Active,,9,,ACC-1107,connectwave,,False,actual,1,1.0,0.0,0.3,True,0.75,Mid-Market,HIGH,HIGH,238725.88,28
CUST-0628,SkyOps,rafael@raptorsoft.com,,,4756.99,2025-01-09,,Active,2024-10-29,12,,ACC-1108,skyops,,False,actual,-96,1.0,0.0,0.5,False,1.0,Mid-Market,HIGH,HIGH,214724.43,25
CUST-0629,polare,rafael@raptorsoft.com,17.0,Declining,1600.4,2025-09-09,,Active,,6,7.0,ACC-1109,polare,,False,actual,147,0.0,0.0,1.0,True,0.5,Mid-Market,HIGH,HIGH,218077.81,27
CUST-0630,RushFlow,lucas@raptorsoft.com,20.0,Declining,0.0,2026-04-10,2024-03-21,Churned,2024-08-17,2,1.0,,rushflow,,False,actual,360,0.0,0.1,1.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,183982.75,23
CUST-0631,mindbox,,43.0,Stable,6052.27,2025-02-21,,Active,2024-09-30,2,,,mindbox,,False,actual,-53,1.0,0.0,0.3,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0632,Zentra Tech,lucas@raptorsoft.com,91.0,,9498.99,2025-03-20,,Active,2023-10-23,0,,,zentra,,False,actual,-26,1.0,0.0,0.5,True,0.0,Mid-Market,HIGH,MEDIUM,236895.41,27
CUST-0633,Amplia,lucas@raptorsoft.com,29.0,Stable,0.0,2026-01-23,2024-12-15,Churned,,6,,ACC-1113,amplia,,False,actual,283,0.0,0.0,0.3,True,0.5,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0634,corelogic,patricia@raptorsoft.com,20.0,Stable,7115.28,2024-09-23,,Active,2024-09-30,8,5.0,ACC-1114,corelogic,,False,actual,-204,1.0,0.1,0.3,True,0.6666666666666666,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0635,Tap Flow,,78.0,Improving,6613.92,2025-01-06,,Active,2024-04-22,7,6.0,,tapflow,,False,actual,-99,1.0,0.1,0.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,213765.26,25
CUST-0636,Innova Tech,rafael@raptorsoft.com,65.0,Stable,14129.55,2025-01-16,,Active,2023-08-11,7,10.0,,innova,,False,actual,-89,1.0,-0.08,0.3,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,198837.46,20
CUST-0637,GridSoft,carla@raptorsoft.com,95.0,Declining,8319.83,2025-02-15,,Active,2024-07-14,10,,,gridsoft,,True,global_median_proxy,-59,1.0,0.0,1.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,188772.05,23
CUST-0638,polaris,patricia@raptorsoft.com,,Improving,0.0,2025-04-02,2024-05-14,Churned,2023-08-28,6,7.0,,polaris,,False,actual,-13,1.0,0.0,0.0,True,0.5,Mid-Market,HIGH,MEDIUM,176653.15,23
CUST-0639,Blue Path,lucas@raptorsoft.com,56.0,Improving,3722.16,2025-07-25,,Active,2024-07-10,1,10.0,,bluepath,,False,actual,101,0.0,-0.08,0.0,True,0.08333333333333333,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0640,Acme,carla@raptorsoft.com,,,6113.08,2025-05-31,,Active,2024-03-20,1,7.0,ACC-1100,acme,,False,actual,46,0.6,0.0,0.5,True,0.08333333333333333,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0641,Beta Solutions,lucas@raptorsoft.com,,Declining,6199.78,2025-10-03,,Active,,0,2.0,ACC-1101,betasolutions,,False,actual,171,0.0,0.1,1.0,True,0.0,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0642,Grupo Nexus,patricia@raptorsoft.com,54.0,Declining,13069.52,2026-06-26,,Active,2024-01-31,0,,ACC-1102,nexus,,False,actual,437,0.0,0.0,1.0,True,0.0,Mid-Market,HIGH,HIGH,200687.78,24
CUST-0643,Vértice Tech,rafael@raptorsoft.com,64.0,Declining,0.0,2025-01-04,2025-01-22,Churned,,12,8.0,,vertice,,False,actual,-101,1.0,0.0,1.0,True,1.0,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0644,orbit digital,carla@raptorsoft.com,81.0,Stable,6738.18,2025-08-06,,Active,2024-11-09,12,6.0,,orbit,,False,actual,113,0.0,0.1,0.3,False,1.0,Mid-Market,HIGH,MEDIUM,227071.01,26
CUST-0645,Fluxo Sistemas,carla@raptorsoft.com,,Stable,14745.08,2026-03-10,,Active,,11,,ACC-1105,fluxo,,False,actual,329,0.0,0.0,0.3,True,0.9166666666666666,Mid-Market,HIGH,HIGH,217571.91,27
CUST-0646,DataPrime,carla@raptorsoft.com,42.0,Improving,13184.45,2025-03-10,,Active,2024-05-15,11,4.0,ACC-1106,dataprime,,False,actual,-36,1.0,0.1,0.0,True,0.9166666666666666,Mid-Market,HIGH,HIGH,213142.01,25
CUST-0647,ConnectWave,lucas@raptorsoft.com,,,3448.35,2024-03-08,,Active,,1,7.0,ACC-1107,connectwave,,False,actual,-403,1.0,0.0,0.5,True,0.08333333333333333,Mid-Market,HIGH,HIGH,238725.88,28
CUST-0648,Sky Ops,rafael@raptorsoft.com,60.0,Declining,7118.01,2026-02-13,,Active,2023-06-06,0,,,skyops,,False,actual,304,0.0,0.0,1.0,True,0.0,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0649,POLARE,patricia@raptorsoft.com,89.0,Improving,12885.19,2026-06-06,,Active,2023-06-21,8,10.0,,polare,,False,actual,417,0.0,-0.08,0.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,218077.81,27
CUST-0650,Rush Flow,rafael@raptorsoft.com,89.0,Declining,0.0,2026-02-09,2024-06-02,Churned,2023-11-04,4,,,rushflow,,False,actual,300,0.0,0.0,1.0,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,183982.75,23
CUST-0651,Mind Box,patricia@raptorsoft.com,88.0,Stable,14714.43,2025-03-01,,Active,,1,,,mindbox,,False,actual,-45,1.0,0.0,0.3,True,0.08333333333333333,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0652,zentra,,56.0,Declining,12255.36,2025-10-02,,Active,,0,10.0,ACC-1112,zentra,,False,actual,170,0.0,-0.08,1.0,True,0.0,Mid-Market,HIGH,HIGH,236895.41,27
CUST-0653,AMPLIA SOLUCOES,rafael@raptorsoft.com,51.0,,3242.13,2025-07-24,,Active,2023-08-15,7,9.0,,amplia,,False,actual,100,0.0,-0.08,0.5,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,211018.85,25
CUST-0654,CoreLogic,carla@raptorsoft.com,77.0,,7960.32,2025-07-31,,Active,,7,,ACC-1114,corelogic,,False,actual,107,0.0,0.0,0.5,True,0.5833333333333334,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0655,Tap Flow,rafael@raptorsoft.com,52.0,Improving,4838.55,2025-02-01,,Active,2023-11-01,2,,ACC-1115,tapflow,,False,actual,-73,1.0,0.0,0.0,True,0.16666666666666666,Mid-Market,HIGH,HIGH,213765.26,25
CUST-0656,INNOVA,carla@raptorsoft.com,80.0,,13812.45,2025-11-12,,Active,2024-08-27,10,,,innova,,False,actual,211,0.0,0.0,0.5,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,198837.46,20
CUST-0657,Grid Soft,lucas@raptorsoft.com,73.0,Improving,5290.72,2025-01-15,,Active,,0,5.0,,gridsoft,,False,actual,-90,1.0,0.1,0.0,True,0.0,Mid-Market,HIGH,MEDIUM,188772.05,23
CUST-0658,Polaris,patricia@raptorsoft.com,63.0,,9495.97,2025-12-28,,Active,,12,,ACC-1118,polaris,,False,actual,257,0.0,0.0,0.5,True,1.0,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0659,BLUEPATH,lucas@raptorsoft.com,33.0,Stable,10018.11,2025-12-17,,Active,2023-12-12,10,6.0,,bluepath,,False,actual,246,0.0,0.1,0.3,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0660,Acme Corp.,patricia@raptorsoft.com,96.0,Stable,6466.67,2025-10-18,,Active,,12,,ACC-1100,acme,,False,actual,186,0.0,0.0,0.3,True,1.0,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0661,beta solutions,patricia@raptorsoft.com,44.0,Improving,0.0,2025-04-18,2024-10-16,Churned,2024-12-20,7,,,betasolutions,,False,actual,3,1.0,0.0,0.0,False,0.5833333333333334,Mid-Market,HIGH,MEDIUM,133712.45,22
CUST-0662,GRUPO NEXUS,patricia@raptorsoft.com,16.0,Declining,14447.9,2025-02-23,,Active,,2,,,nexus,,False,actual,-51,1.0,0.0,1.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0663,Vertice,patricia@raptorsoft.com,,Declining,5193.38,2025-01-22,,Active,2023-11-10,5,6.0,,vertice,,False,actual,-83,1.0,0.1,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0664,Orbit Digital,rafael@raptorsoft.com,,Declining,14257.0,2025-03-28,,Active,2023-12-03,3,,ACC-1104,orbit,,False,actual,-18,1.0,0.0,1.0,True,0.25,Mid-Market,HIGH,HIGH,227071.01,26
CUST-0665,Fluxo Sistemas,carla@raptorsoft.com,35.0,Declining,13202.89,2024-02-18,,Active,,8,10.0,ACC-1105,fluxo,,False,actual,-422,1.0,-0.08,1.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,217571.91,27
CUST-0666,dataprime,patricia@raptorsoft.com,66.0,Stable,847.41,2025-01-17,,Active,2023-06-22,2,,,dataprime,,False,actual,-88,1.0,0.0,0.3,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,213142.01,25
CUST-0667,CONNECTWAVE,patricia@raptorsoft.com,92.0,Improving,4474.64,2025-04-22,,Active,2024-07-19,3,,ACC-1107,connectwave,,False,actual,7,1.0,0.0,0.0,True,0.25,Mid-Market,HIGH,HIGH,238725.88,28
CUST-0668,skyops,lucas@raptorsoft.com,,Declining,8451.38,2025-03-17,2023-09-18,Churned,2023-10-22,9,8.0,,skyops,True,False,actual,-29,1.0,0.0,1.0,True,0.75,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0669,polare,rafael@raptorsoft.com,,Improving,10561.65,2025-09-17,,Active,2024-01-25,9,,ACC-1109,polare,,False,actual,155,0.0,0.0,0.0,True,0.75,Mid-Market,HIGH,HIGH,218077.81,27
CUST-0670,rushflow,,,Improving,0.0,2025-08-19,2024-02-27,Churned,2024-09-02,1,,ACC-1110,rushflow,,False,actual,126,0.0,0.0,0.0,True,0.08333333333333333,Mid-Market,HIGH,HIGH,183982.75,23
CUST-0671,MINDBOX,lucas@raptorsoft.com,24.0,Improving,6195.25,2025-04-28,,Active,,11,,ACC-1111,mindbox,,False,actual,13,1.0,0.0,0.0,True,0.9166666666666666,Mid-Market,HIGH,HIGH,217717.35,26
CUST-0672,Zentra Tech,carla@raptorsoft.com,96.0,Declining,3573.58,2025-01-25,,Active,2023-11-12,8,10.0,,zentra,,False,actual,-80,1.0,-0.08,1.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,236895.41,27
CUST-0673,AMPLIA SOLUCOES,,83.0,Improving,11059.36,2026-05-28,,Active,,1,,ACC-1113,amplia,,False,actual,408,0.0,0.0,0.0,True,0.08333333333333333,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0674,CoreLogic,carla@raptorsoft.com,24.0,Stable,0.0,2026-01-10,2024-07-19,Churned,,5,,ACC-1114,corelogic,,False,actual,270,0.0,0.0,0.3,True,0.4166666666666667,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0675,TAPFLOW,carla@raptorsoft.com,,Improving,6440.53,2025-04-07,,Active,2024-10-09,7,6.0,ACC-1115,tapflow,,False,actual,-8,1.0,0.1,0.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,213765.26,25
CUST-0676,INNOVA,carla@raptorsoft.com,10.0,,0.0,2025-10-21,2024-05-23,Churned,2023-11-07,12,7.0,ACC-1116,innova,,False,actual,189,0.0,0.0,0.5,True,1.0,Mid-Market,HIGH,HIGH,198837.46,20
CUST-0677,GridSoft,rafael@raptorsoft.com,62.0,Stable,0.0,2026-04-03,2024-08-01,Churned,,7,9.0,,gridsoft,,False,actual,353,0.0,-0.08,0.3,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,188772.05,23
CUST-0678,Polaris Tech,lucas@raptorsoft.com,,Declining,8117.98,2025-10-14,,Active,2024-11-29,10,,ACC-1118,polaris,,False,actual,182,0.0,0.0,1.0,False,0.8333333333333334,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0679,BLUEPATH,patricia@raptorsoft.com,84.0,Improving,0.0,2025-04-28,2024-11-25,Churned,2024-09-27,8,9.0,ACC-1119,bluepath,,False,actual,13,1.0,-0.08,0.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,189029.98,25
CUST-0680,acme,rafael@raptorsoft.com,24.0,,7985.24,2025-12-07,2024-05-28,Churned,,10,8.0,ACC-1100,acme,True,False,actual,236,0.0,0.0,0.5,True,0.8333333333333334,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0681,Beta Solutions,rafael@raptorsoft.com,24.0,,9105.05,2026-01-04,,Active,2023-08-03,8,10.0,ACC-1101,betasolutions,,False,actual,264,0.0,-0.08,0.5,True,0.6666666666666666,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0682,GRUPO NEXUS,,23.0,Improving,12042.62,2025-07-22,,Active,2024-04-23,12,1.0,,nexus,,False,actual,98,0.0,0.1,0.0,True,1.0,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0683,VERTICE TECH,rafael@raptorsoft.com,66.0,Improving,11077.96,2026-03-29,,Active,2024-11-30,6,,,vertice,,False,actual,348,0.0,0.0,0.0,False,0.5,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0684,Orbit Digital,lucas@raptorsoft.com,,Declining,0.0,2025-12-11,2024-11-12,Churned,,10,5.0,ACC-1104,orbit,,False,actual,240,0.0,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,227071.01,26
CUST-0685,Fluxo Sistemas,carla@raptorsoft.com,55.0,Declining,0.0,2025-04-29,2023-08-24,Churned,2024-08-17,10,4.0,ACC-1105,fluxo,,False,actual,14,1.0,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,217571.91,27
CUST-0686,DataPrime,carla@raptorsoft.com,41.0,,10210.23,2025-09-05,,Active,,2,6.0,ACC-1106,dataprime,,False,actual,143,0.0,0.1,0.5,True,0.16666666666666666,Mid-Market,HIGH,HIGH,213142.01,25
CUST-0687,CONNECTWAVE,carla@raptorsoft.com,,Improving,9421.15,2025-10-31,,Active,2024-04-08,1,,,connectwave,,False,actual,199,0.0,0.0,0.0,True,0.08333333333333333,Mid-Market,HIGH,MEDIUM,238725.88,28
CUST-0688,SKYOPS,lucas@raptorsoft.com,,Stable,12164.26,2025-10-26,,Active,2023-11-05,1,,ACC-1108,skyops,,False,actual,194,0.0,0.0,0.3,True,0.08333333333333333,Mid-Market,HIGH,HIGH,214724.43,25
CUST-0689,polare,carla@raptorsoft.com,63.0,Declining,1626.07,2026-04-24,,Active,,7,4.0,ACC-1109,polare,,False,actual,374,0.0,0.1,1.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,218077.81,27
CUST-0690,Rush Flow,lucas@raptorsoft.com,56.0,Stable,12835.42,2026-05-01,,Active,2023-09-06,6,,ACC-1110,rushflow,,False,actual,381,0.0,0.0,0.3,True,0.5,Mid-Market,HIGH,HIGH,183982.75,23
CUST-0691,MINDBOX,,34.0,Improving,10842.75,2025-02-08,,Active,,3,,ACC-1111,mindbox,,False,actual,-66,1.0,0.0,0.0,True,0.25,Mid-Market,HIGH,HIGH,217717.35,26
CUST-0692,Zentra Tech,,,,14402.62,2026-01-22,,Active,,10,2.0,ACC-1112,zentra,,False,actual,282,0.0,0.1,0.5,True,0.8333333333333334,Mid-Market,HIGH,HIGH,236895.41,27
CUST-0693,Amplia Soluções,lucas@raptorsoft.com,62.0,Stable,1956.11,2025-12-18,,Active,2024-10-13,3,2.0,ACC-1113,amplia,,False,actual,247,0.0,0.1,0.3,True,0.25,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0694,CoreLogic,lucas@raptorsoft.com,31.0,Improving,0.0,2026-02-21,2023-07-09,Churned,2024-11-02,4,6.0,,corelogic,,False,actual,312,0.0,0.1,0.0,False,0.3333333333333333,Mid-Market,HIGH,MEDIUM,206729.08,24
CUST-0695,Tap Flow,lucas@raptorsoft.com,64.0,Stable,7265.98,2026-02-16,,Active,,5,9.0,ACC-1115,tapflow,,False,actual,307,0.0,-0.08,0.3,True,0.4166666666666667,Mid-Market,HIGH,HIGH,213765.26,25
CUST-0696,INNOVA,patricia@raptorsoft.com,30.0,Stable,0.0,2026-05-13,2024-07-06,Churned,2024-08-28,4,,,innova,,False,actual,393,0.0,0.0,0.3,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,198837.46,20
CUST-0697,Grid Soft,patricia@raptorsoft.com,52.0,,10950.46,2025-02-04,,Active,,4,2.0,ACC-1117,gridsoft,,False,actual,-70,1.0,0.1,0.5,True,0.3333333333333333,Mid-Market,HIGH,HIGH,188772.05,23
CUST-0698,polaris,lucas@raptorsoft.com,85.0,Improving,10720.49,2026-02-04,,Active,,9,2.0,ACC-1118,polaris,,False,actual,295,0.0,0.1,0.0,True,0.75,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0699,BLUEPATH,,93.0,Declining,14531.82,2025-10-05,,Active,2023-12-07,0,6.0,ACC-1119,bluepath,,False,actual,173,0.0,0.1,1.0,True,0.0,Mid-Market,HIGH,HIGH,189029.98,25
CUST-0700,Acme Corp,patricia@raptorsoft.com,,Improving,5886.15,2025-10-16,,Active,2023-07-23,5,,ACC-1100,acme,,False,actual,184,0.0,0.0,0.0,True,0.4166666666666667,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0701,BETA SOLUTIONS,lucas@raptorsoft.com,62.0,Stable,1537.75,2025-08-03,,Active,,12,9.0,,betasolutions,,False,actual,110,0.0,-0.08,0.3,True,1.0,Mid-Market,HIGH,MEDIUM,133712.45,22
CUST-0702,GRUPO NEXUS,lucas@raptorsoft.com,29.0,Improving,7698.95,2025-12-12,,Active,2023-07-23,8,7.0,,nexus,,False,actual,241,0.0,0.0,0.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0703,VERTICE TECH,lucas@raptorsoft.com,100.0,Declining,2337.61,2024-08-29,,Active,2024-09-06,7,,ACC-1103,vertice,,False,actual,-229,1.0,0.0,1.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,197690.09,23
CUST-0704,Orbit,,,Improving,9975.33,2025-11-10,,Active,2023-08-29,10,8.0,,orbit,,False,actual,209,0.0,0.0,0.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,227071.01,26
CUST-0705,Fluxo,carla@raptorsoft.com,75.0,Improving,5521.15,2025-07-28,2024-01-23,Churned,,8,8.0,,fluxo,True,False,actual,104,0.0,0.0,0.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,217571.91,27
CUST-0706,Data Prime,rafael@raptorsoft.com,44.0,Declining,5071.67,2025-08-22,,Active,,4,9.0,,dataprime,,False,actual,129,0.0,-0.08,1.0,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,213142.01,25
CUST-0707,connectwave,patricia@raptorsoft.com,,Improving,7183.98,2026-05-30,,Active,2023-11-08,0,10.0,ACC-1107,connectwave,,False,actual,410,0.0,-0.08,0.0,True,0.0,Mid-Market,HIGH,HIGH,238725.88,28
CUST-0708,skyops,patricia@raptorsoft.com,97.0,Stable,0.0,2025-03-27,2024-02-16,Churned,2023-12-10,0,,,skyops,,False,actual,-19,1.0,0.0,0.3,True,0.0,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0709,Polare Ltda,rafael@raptorsoft.com,79.0,Declining,14784.12,2025-11-12,,Active,2023-08-29,5,,,polare,,False,actual,211,0.0,0.0,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,218077.81,27
CUST-0710,rushflow,rafael@raptorsoft.com,44.0,Improving,0.0,2025-01-22,2024-05-10,Churned,,8,10.0,,rushflow,,False,actual,-83,1.0,-0.08,0.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,183982.75,23
CUST-0711,mindbox,patricia@raptorsoft.com,61.0,,6732.92,2026-06-26,,Active,,7,9.0,,mindbox,,False,actual,437,0.0,-0.08,0.5,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0712,ZENTRA,,90.0,Declining,7573.4,2026-04-04,2023-11-08,Churned,2024-05-01,2,,,zentra,True,False,actual,354,0.0,0.0,1.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,236895.41,27
CUST-0713,Amplia Soluções,rafael@raptorsoft.com,39.0,,12112.83,2025-06-09,,Active,,11,,ACC-1113,amplia,,False,actual,55,0.6,0.0,0.5,True,0.9166666666666666,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0714,Core Logic,lucas@raptorsoft.com,,,10760.59,2025-08-23,,Active,,3,4.0,ACC-1114,corelogic,,False,actual,130,0.0,0.1,0.5,True,0.25,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0715,tapflow,,66.0,Improving,12200.67,2025-09-26,,Active,2023-07-13,7,,ACC-1115,tapflow,,False,actual,164,0.0,0.0,0.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,213765.26,25
CUST-0716,innova,rafael@raptorsoft.com,48.0,Declining,14552.87,2025-08-14,,Active,2023-12-26,5,7.0,,innova,,False,actual,121,0.0,0.0,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,198837.46,20
CUST-0717,Grid Soft,carla@raptorsoft.com,27.0,Stable,7942.48,2025-07-15,,Active,2024-01-14,4,4.0,ACC-1117,gridsoft,,False,actual,91,0.0,0.1,0.3,True,0.3333333333333333,Mid-Market,HIGH,HIGH,188772.05,23
CUST-0718,Polaris Tech,lucas@raptorsoft.com,19.0,Declining,13268.86,2025-10-08,,Active,,2,,,polaris,,False,actual,176,0.0,0.0,1.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,176653.15,23
CUST-0719,BluePath,carla@raptorsoft.com,,Improving,12800.39,2025-12-10,,Active,2024-01-21,0,,,bluepath,,False,actual,239,0.0,0.0,0.0,True,0.0,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0720,acme,carla@raptorsoft.com,74.0,Stable,1408.05,2025-11-01,,Active,2024-09-23,3,,ACC-1100,acme,,False,actual,200,0.0,0.0,0.3,True,0.25,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0721,beta solutions,,83.0,Improving,6125.71,2024-03-19,,Active,2024-03-05,11,,ACC-1101,betasolutions,,False,actual,-392,1.0,0.0,0.0,True,0.9166666666666666,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0722,Grupo Nexus,rafael@raptorsoft.com,66.0,Improving,12719.71,2025-08-25,,Active,,3,,,nexus,,False,actual,132,0.0,0.0,0.0,True,0.25,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0723,Vertice,rafael@raptorsoft.com,34.0,Stable,13149.97,2025-01-11,,Active,2023-09-16,4,,,vertice,,False,actual,-94,1.0,0.0,0.3,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0724,ORBIT DIGITAL,patricia@raptorsoft.com,40.0,Improving,7554.75,2026-03-13,,Active,,12,10.0,,orbit,,False,actual,332,0.0,-0.08,0.0,True,1.0,Mid-Market,HIGH,MEDIUM,227071.01,26
CUST-0725,Fluxo,,27.0,Stable,8772.72,2026-03-30,,Active,,7,6.0,ACC-1105,fluxo,,False,actual,349,0.0,0.1,0.3,True,0.5833333333333334,Mid-Market,HIGH,HIGH,217571.91,27
CUST-0726,DATAPRIME,lucas@raptorsoft.com,71.0,,0.0,2025-02-20,2023-10-07,Churned,2024-04-08,8,4.0,ACC-1106,dataprime,,False,actual,-54,1.0,0.1,0.5,True,0.6666666666666666,Mid-Market,HIGH,HIGH,213142.01,25
CUST-0727,ConnectWave,lucas@raptorsoft.com,52.0,Stable,14611.28,2024-03-25,,Active,,12,6.0,ACC-1107,connectwave,,False,actual,-386,1.0,0.1,0.3,True,1.0,Mid-Market,HIGH,HIGH,238725.88,28
CUST-0728,SKYOPS,carla@raptorsoft.com,81.0,Declining,11645.4,2025-08-18,,Active,2023-08-01,2,,,skyops,,False,actual,125,0.0,0.0,1.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0729,Polare Ltda,rafael@raptorsoft.com,,Stable,0.0,2025-09-10,2024-07-17,Churned,2023-12-18,10,10.0,,polare,,False,actual,148,0.0,-0.08,0.3,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,218077.81,27
CUST-0730,RushFlow,carla@raptorsoft.com,59.0,,3384.11,2025-04-05,,Active,,4,,ACC-1110,rushflow,,False,actual,-10,1.0,0.0,0.5,True,0.3333333333333333,Mid-Market,HIGH,HIGH,183982.75,23
CUST-0731,Mind Box,patricia@raptorsoft.com,49.0,Declining,11416.18,2025-10-21,,Active,,8,4.0,ACC-1111,mindbox,,False,actual,189,0.0,0.1,1.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,217717.35,26
CUST-0732,ZENTRA,carla@raptorsoft.com,51.0,Declining,12381.17,2025-12-30,,Active,2024-08-11,12,5.0,,zentra,,False,actual,259,0.0,0.1,1.0,True,1.0,Mid-Market,HIGH,MEDIUM,236895.41,27
CUST-0733,Amplia,patricia@raptorsoft.com,82.0,,9327.75,2025-06-12,,Active,2023-07-06,5,10.0,,amplia,,False,actual,58,0.6,-0.08,0.5,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,211018.85,25
CUST-0734,Core Logic,rafael@raptorsoft.com,20.0,Declining,12144.19,2026-05-24,,Active,,8,,ACC-1114,corelogic,,False,actual,404,0.0,0.0,1.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0735,TapFlow,patricia@raptorsoft.com,,Declining,12768.44,2024-08-19,,Active,,10,2.0,ACC-1115,tapflow,,False,actual,-239,1.0,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,213765.26,25
